Month,Income (₹),Savings (₹),Rent (₹),Groceries (₹),Transportation (₹),Utilities (₹),Dining Out (₹),Entertainment (₹),Medical (₹),Total Expenditure (₹)
2022-02,30600,7200,8800,1300,2100,700,2900,1400,1500,18800
2022-02,46400,7100,11300,2700,3000,1800,1000,700,500,21200
2022-02,98800,15300,35700,11500,4700,2200,8100,1700,2900,66000
2022-02,25400,4500,7300,2300,2500,600,1800,1600,1100,17400
2022-02,33400,2000,10500,2400,1200,1500,3700,1600,200,22100
2022-02,91000,22400,31700,9700,6400,2000,5000,4000,1900,61800
2022-02,61400,8000,15600,5500,3600,1300,3900,1500,2000,34000
2022-02,34700,5100,8600,3900,1300,900,2000,500,1600,18800
2022-02,20900,3200,5600,1500,1700,500,1300,700,700,11900
2022-02,510400,108400,148500,39500,37100,23100,35500,7900,15300,306200
2022-02,31800,7700,8900,2600,1200,900,3000,800,300,18000
2022-02,42100,4000,12900,2600,2100,1100,1200,1600,0,21600
2022-02,97900,20500,20200,9400,5300,1800,6800,3400,4700,53000
2022-02,625500,179600,140000,49800,27200,15100,32100,8400,0,285700
2022-02,28600,6200,8100,3100,700,800,2700,1500,1100,18400
2022-02,139400,29700,52700,16600,4100,4200,9200,3800,4600,96500
2022-02,204900,35900,44800,17700,2000,5900,13700,8900,6900,102100
2022-02,42800,8900,14100,5600,1700,1300,2700,1500,1300,29300
2022-02,238100,51700,67600,24000,9100,9500,18400,7200,3300,141100
2022-02,64700,7800,24200,3100,3500,2300,5500,3100,1900,44700
2022-02,87400,26000,28600,8800,1100,3200,3900,300,2900,49800
2022-02,85700,21700,13000,8400,6200,2200,2600,3800,1000,38600
2022-02,64500,9900,12600,5500,1800,2400,3000,1200,1300,29000
2022-02,39600,10200,9700,3200,2200,1700,1300,1500,1100,21200
2022-02,110500,14300,26900,9900,4500,2900,4500,5100,5700,60200
2022-02,71000,11900,19800,9000,4100,1500,3300,1500,1600,40500
2022-02,31100,5400,9700,2800,900,800,2100,1300,1300,19700
2022-02,39700,9100,14500,3500,3000,1500,3000,1200,900,28200
2022-02,70200,11300,17300,7200,3700,3300,2800,1900,1500,38400
2022-02,282900,65500,86400,11100,8200,4000,23200,9800,3000,151400
2022-02,28400,7500,4300,1700,1800,1000,2500,1500,1300,14400
2022-02,78600,15100,16100,4500,6200,3300,5800,1100,0,38700
2022-02,35600,3000,8400,700,2100,1600,2000,800,1600,17400
2022-02,72800,12400,20500,7200,2100,2500,6300,1800,900,42500
2022-02,39000,7500,12200,3800,1100,1300,1500,1100,800,22000
2022-02,270600,0,72400,43700,13800,7500,13400,6800,6900,165500
2022-02,46400,5700,11100,4000,2700,1700,3300,1300,1100,25400
2022-02,570500,106600,172500,61900,28600,15800,48600,17900,23600,384300
2022-02,41300,6100,10000,3700,3300,1100,4100,200,1800,24000
2022-02,69900,12300,15900,9700,2200,1200,3800,3000,2100,38800
2022-02,40900,9000,8300,5700,2200,1400,1600,1900,1100,22800
2022-02,340600,75200,111300,42700,13900,9000,25600,7000,3300,212100
2022-02,221700,49600,52700,22500,11600,5700,13600,7300,4400,118500
2022-02,18600,2600,7200,2400,900,800,1800,300,300,13900
2022-02,254700,61400,64000,21100,9400,3100,13300,5400,9500,126500
2022-02,250500,11900,60000,18800,19600,3500,18300,2800,13400,138200
2022-02,68600,13500,24500,6000,1600,2300,2600,2200,2800,42600
2022-02,92900,17900,27500,8100,3000,3300,6000,4300,600,53300
2022-02,23400,2300,5500,3300,1300,500,1100,900,600,13600
2022-02,16900,3600,5800,1800,600,700,1400,400,700,11300
2022-02,241300,43600,70800,22500,15400,11200,25900,10600,17300,172700
2022-02,380700,89500,116700,20400,14800,11000,31600,14200,12500,224400
2022-02,60900,8000,20500,5300,5300,1600,5300,2700,2000,42200
2022-02,82500,14300,28900,9900,4300,3500,8500,2700,1300,58900
2022-02,82400,16900,17500,4600,3000,800,5600,1300,600,33400
2022-02,154400,31700,54200,21900,8700,2800,10800,2600,3200,107500
2022-02,139400,24400,47800,16200,9600,3600,3700,6800,7900,97600
2022-02,240500,53000,61600,18400,7900,8800,18500,7500,7500,132100
2022-02,186300,25800,65500,20000,7900,7200,10900,8900,4100,131600
2022-02,97400,7300,20100,9200,3600,2600,7600,2200,1900,49500
2022-02,32000,5700,11600,2300,2600,900,1900,1100,900,21600
2022-02,43900,8100,5500,5000,3200,1200,2100,900,2200,20500
2022-02,150500,14700,16600,16100,1500,7000,9600,2000,3700,56600
2022-02,76100,12400,24600,7700,2500,3000,1600,2800,2100,45100
2022-02,17800,4100,3900,1400,900,700,900,800,0,8800
2022-02,38500,8900,13400,3400,2000,1000,3200,1200,1700,26800
2022-02,119100,13300,27400,14400,8500,3100,9700,1300,2800,68700
2022-02,42000,7400,6900,1900,2700,1300,3700,0,1200,17700
2022-02,42600,11000,13300,2300,3500,2200,1200,1800,800,25600
2022-02,71800,13800,23300,7500,3900,2900,5400,1300,5300,50800
2022-02,236100,51800,15700,31200,11300,11300,13200,100,11300,94700
2022-02,171200,16400,47300,15600,2700,3700,10300,3100,9500,92700
2022-02,25300,6100,5900,3300,2100,1200,2100,900,400,16000
2022-02,258900,25800,70300,28400,16500,9900,18300,7200,6800,164900
2022-02,34600,4600,5700,3100,2500,1500,1500,1300,2000,17800
2022-02,83300,14700,20400,6700,2800,1500,3100,3400,600,40200
2022-02,192300,37200,50200,11800,9100,7300,12700,8500,3500,102800
2022-02,67000,12400,13900,7300,700,1900,4200,1800,3300,33200
2022-02,246500,65500,65000,21600,17500,4400,16800,7300,4200,141800
2022-02,189800,31900,26800,20300,12100,8200,8500,6200,4600,88500
2022-02,43700,6900,9400,3900,3100,1000,1700,1900,2600,24600
2022-02,23200,2700,2800,2100,600,400,2000,500,600,9400
2022-02,57200,8200,14500,2700,2100,800,3500,200,900,25400
2022-02,38000,2600,4200,3900,2400,800,2700,1700,900,17000
2022-02,29100,8700,10400,800,300,700,2400,900,400,15800
2022-02,340100,69900,121400,41500,17000,4900,20100,8200,19100,238800
2022-02,88400,18900,32400,9900,4700,3200,4000,4700,5100,64700
2022-02,158600,18700,18800,12100,10100,800,7400,2800,3600,57000
2022-02,52200,8900,12600,3700,2800,1800,3900,2100,1500,28600
2022-02,258600,29900,66300,26900,15500,2600,10100,3500,6400,135900
2022-02,55500,11400,11400,3800,4200,2200,2300,1100,2500,28600
2022-02,71900,16400,16000,8100,2200,1800,2700,1800,2900,37000
2022-02,98900,21600,15800,14300,5100,2700,4000,500,3500,46300
2022-02,44300,7800,12400,4800,1700,1200,3600,1200,1500,27400
2022-02,282500,71600,107100,27700,10500,9800,21800,9600,2100,194200
2022-02,21800,2200,7400,2400,900,800,2300,1100,1200,16600
2022-02,20900,4200,4600,1100,1100,700,1900,700,900,11200
2022-02,91000,12700,30600,7800,5800,2500,5600,4000,2100,57300
2022-02,30000,4700,7900,3800,1600,900,2300,400,1000,18100
2022-02,364100,64300,53600,11100,21000,12800,17100,16500,6100,143500
2022-02,613700,69900,96600,78800,22700,11800,11700,17300,11700,256600
2022-02,574200,90000,125800,56200,29600,21300,23400,21600,2700,289500
2022-02,76400,9900,29000,3800,4700,2700,2200,2100,1100,46000
2022-02,36100,8900,6200,4000,3400,700,1700,1400,400,18100
2022-02,319200,60300,95800,16700,17100,7500,8800,10900,16800,180600
2022-02,85900,13500,29800,6900,4300,2500,8400,2500,2700,59100
2022-02,418500,83200,137900,52700,24500,7900,34200,29400,13500,308300
2022-02,608200,61000,71700,24200,46700,16200,35000,17800,23700,237000
2022-02,246300,35900,26500,21900,17600,2900,13600,12800,4200,101500
2022-02,34100,5800,8700,3900,2500,1300,3100,1700,800,22400
2022-02,53200,6600,17300,4100,3800,1800,2600,500,1100,32500
2022-02,147900,41200,31600,12500,9400,5800,6100,7300,3400,77700
2022-02,77500,3900,17100,6000,3100,1800,3400,1200,2500,35900
2022-02,18100,2800,4600,1300,700,800,1700,300,500,10200
2022-02,52200,8100,15300,6900,2200,1300,4400,1100,1200,33000
2022-02,604300,98900,158200,64000,48200,8400,39100,20100,24700,364800
2022-02,158400,30000,37600,13400,5800,4100,8800,7700,4100,81800
2022-02,72400,14400,21800,7700,4100,2800,4300,2500,3800,47500
2022-02,38800,3800,8400,3600,2200,800,3700,1400,1100,21700
2022-02,85600,16200,28500,5600,5000,3200,1600,2500,1900,50600
2022-02,550700,149700,163300,49700,8900,9200,31200,13700,10800,296300
2022-02,17000,2700,4100,1400,700,400,700,500,1100,9000
2022-02,70200,14100,20100,9100,3200,1800,6000,500,1500,42900
2022-02,194100,35200,40200,12500,11100,3800,21300,5900,3900,99100
2022-02,184900,37100,36900,9900,8400,6100,11300,2700,1700,79100
2022-02,159100,37100,61900,21600,2400,3000,12200,4400,2400,111700
2022-02,240300,53900,98300,11700,16200,5000,15300,4300,4100,156200
2022-02,84200,13000,27400,6400,3800,2300,4900,2700,4200,52800
2022-02,42000,1300,15500,5500,3000,1400,3200,1500,500,31500
2022-02,249100,32200,40100,19600,12200,8100,22100,15800,1000,122800
2022-02,261200,24700,43200,21600,3300,8200,24700,12500,8400,124700
2022-02,129600,29700,38200,4300,5800,4400,9700,3600,900,67800
2022-02,515900,134000,139400,53500,22200,14000,36600,12100,16100,296900
2022-02,88500,20500,25500,9600,2300,2500,4500,2700,100,47300
2022-02,75200,9600,22500,8500,5200,1800,6900,2700,2800,50900
2022-02,104300,21400,31600,8100,5600,2100,4400,1000,1800,55400
2022-02,94600,19500,21500,10700,7900,2200,2200,3400,5100,55000
2022-02,160200,19300,61600,9000,5800,5900,16300,3500,5900,110700
2022-02,262300,50700,39100,32700,10500,1800,21500,9500,0,115700
2022-02,227600,25100,38200,15000,11000,5700,10500,8400,11600,102400
2022-02,52200,7900,10900,4000,2800,1300,3300,1400,1800,26100
2022-02,73300,10200,11800,4800,3300,1400,3900,2700,3700,31600
2022-02,32900,6600,8200,3100,1300,900,400,1500,1800,17700
2022-02,78500,14900,28300,7800,3500,3200,4300,2400,2700,53200
2022-02,31200,5700,7800,4700,1600,900,2800,600,700,19100
2022-02,55300,13700,8600,3500,3800,1400,2200,1100,3300,24300
2022-02,61000,8800,12100,4200,1300,2000,2000,1700,200,23500
2022-02,30300,6500,4100,1900,1300,900,2000,600,1700,12700
2022-02,52100,11200,17100,5300,2100,1500,2300,1800,1800,32500
2022-02,38600,7300,11400,4900,2000,800,3900,700,2400,26800
2022-02,17100,3100,5200,1000,500,500,1200,800,600,9900
2022-02,230900,53300,60300,16300,5200,4800,20500,8800,1600,121500
2022-02,87500,18600,32600,9000,6300,3200,1800,2200,2100,58600
2022-02,27300,7600,7200,2500,1900,1200,1600,800,900,16200
2022-02,74500,14600,13100,6000,4800,2400,3100,1900,3000,33900
2022-02,260900,60300,68200,17500,11400,12400,5800,16300,7600,139200
2022-02,20900,3400,8100,1900,1100,700,1700,200,800,14900
2022-02,79400,9300,22000,6900,5100,2000,7500,800,3100,49500
2022-02,24300,5800,7700,1600,1200,600,1600,1400,600,15100
2022-02,25900,4400,7700,600,1300,1200,1500,700,1000,14200
2022-02,62100,13600,19200,4600,1300,1600,2700,2100,2400,34800
2022-02,94100,23800,24900,8300,3300,3900,5400,2200,4000,52600
2022-02,77800,12800,16600,6800,3500,3000,6500,1600,1900,40900
2022-02,164600,34800,44700,11100,13800,2200,9900,1500,2900,88100
2022-02,341600,86200,84100,40300,17600,13100,30000,12000,6000,207400
2022-02,58200,2500,15300,4300,4000,2600,3700,1300,3100,34900
2022-02,81200,13700,17800,5400,4100,400,6400,2500,2900,40400
2022-02,187700,42000,62500,22700,9200,6900,14000,6000,2400,128500
2022-02,36400,5200,11000,3000,1600,700,3400,800,400,20800
2022-02,57400,13300,12200,5600,3500,1700,900,1800,1900,28200
2022-02,20800,3600,5500,600,300,200,1400,0,400,8700
2022-02,24600,5300,8300,2200,1600,700,1200,800,1300,16800
2022-02,471700,74200,93200,27600,22000,21100,19300,17800,13400,217800
2022-02,126600,31100,29400,11100,4100,4000,4400,3400,4800,61900
2022-02,251100,55600,32000,19700,10500,10400,23300,10300,1600,110400
2022-02,58600,3600,14500,5600,5300,1500,2000,3300,3800,36100
2022-02,29400,3300,9200,3100,300,700,1200,1600,900,17600
2022-02,38900,8800,12300,2900,3000,1800,3800,500,1600,26800
2022-02,19200,5900,4800,1900,1200,800,1800,0,400,11100
2022-02,93300,7200,17400,6800,7000,2700,5900,4500,900,45900
2022-02,140400,14400,31400,13200,10100,4400,12100,4000,3600,78900
2022-02,125700,27400,47600,10800,7600,2900,10200,3500,4600,90300
2022-02,18700,2300,8200,1600,700,700,1700,700,400,14600
2022-02,486000,126400,126300,51300,45900,6900,18600,11800,11100,272700
2022-02,219000,55200,57400,19100,7900,5400,13800,2300,8000,115800
2022-02,89700,15000,21700,13500,900,3300,900,1800,400,44400
2022-02,69900,9200,8900,8700,5500,1500,6700,1900,1000,34600
2022-02,70800,7500,24700,2800,5200,2100,300,1600,4900,42400
2022-02,32800,6900,8700,2100,1700,1200,900,1200,1000,17400
2022-02,83500,9200,32500,6300,5800,2500,4300,2500,1600,57400
2022-02,242800,58100,89700,12300,13000,11400,10200,6000,10600,156900
2022-02,32900,5700,7300,3900,800,800,1100,1100,1500,17100
2022-02,43200,9800,12000,2600,2800,1400,4300,0,1200,24100
2022-02,42600,12600,13500,3300,1900,1500,3100,1300,1100,26500
2022-02,26000,2100,1500,2200,700,300,1600,500,600,7700
2022-02,144200,27700,41400,4300,9700,3300,4300,3900,6600,76000
2022-02,165100,9700,48800,14600,9600,5900,19200,6100,6600,113900
2022-02,93800,12100,19200,12000,4100,3800,4200,4000,2500,51800
2022-02,26400,6200,5900,1500,1200,800,2100,700,1300,13400
2022-02,77800,8800,20000,6400,6400,3200,5800,2500,1200,46500
2022-02,86000,11100,24100,7200,6100,3000,4400,300,2700,48800
2022-02,17900,2100,5400,800,900,700,1100,700,800,10700
2022-02,92600,22600,29100,9500,6700,4000,2500,3500,3500,60300
2022-02,75900,15900,20800,8000,4700,2000,5000,2000,1800,45800
2022-02,79900,14500,30900,8200,2100,1100,0,3800,2500,49400
2022-02,60400,8400,12100,8100,5400,2300,3100,2300,1900,36400
2022-02,34200,3500,5300,3100,2300,700,2000,1900,1100,17000
2022-02,70100,17600,19600,4500,4000,1300,5400,2200,1600,39300
2022-02,63400,16400,13600,6800,2000,2100,2800,3300,2000,32800
2022-02,98100,24600,16800,10700,9600,2800,500,1400,1300,44400
2022-02,145000,22200,37500,7100,9400,6600,5100,4500,3100,76600
2022-02,170400,20500,46800,15400,5300,6400,13400,3900,5800,97200
2022-02,20200,3500,5800,1300,700,400,700,300,200,9800
2022-02,18300,1900,5500,1600,2100,600,700,900,200,11900
2022-02,57100,7600,11500,2700,2000,1300,2900,0,2800,23800
2022-02,24700,3400,2000,1600,1100,400,2200,700,0,7900
2022-02,101100,24200,24800,11300,8000,3600,3900,1600,1800,54700
2022-02,405000,80600,110500,41100,32400,12700,23600,3900,1000,228900
2022-02,63300,13000,9900,3400,2600,2800,5900,2100,1400,29100
2022-02,75200,13200,16800,6000,1600,2400,5700,1900,2900,38100
2022-02,87300,15100,21200,1700,5200,3200,7400,2800,2000,44700
2022-02,58900,11200,16300,5500,3300,600,4800,1800,2500,35400
2022-02,61300,8000,16000,2800,4300,1200,1300,1700,400,28100
2022-02,369200,90900,134900,22900,17100,8700,37400,14500,13100,252000
2022-02,53300,10600,14800,5400,3600,2400,1600,1000,2000,31500
2022-02,349800,35700,133100,15800,12600,7100,22900,16000,16100,230300
2022-02,628800,103800,171000,51700,23400,15300,51900,23400,22000,367400
2022-02,29100,4600,9500,1900,300,1700,1400,1500,900,17700
2022-02,37400,5500,10500,3600,700,1300,2400,500,400,19200
2022-02,27100,3500,9400,1900,1600,1000,1400,1100,1100,17900
2022-02,24800,0,8800,2700,1200,700,1900,1300,900,17500
2022-02,37400,7400,14500,2700,2200,400,4000,700,800,25800
2022-02,281200,70000,56500,19600,14700,5200,18100,11800,14500,144900
2022-02,43100,8800,6300,2700,1900,1700,1700,1200,900,16400
2022-02,95300,20400,18300,8600,3100,2900,2000,1800,5000,43600
2022-02,274700,64900,88900,15600,8500,8100,15500,17200,6400,161300
2022-02,25800,2400,5600,1800,1800,700,2000,800,1100,14600
2022-02,165700,29600,46400,23500,6900,5800,4800,10400,8600,108400
2022-02,41300,4100,3900,4600,1900,2100,500,300,400,14000
2022-02,25000,5900,3700,1100,2000,500,0,400,1100,8900
2022-02,138600,34700,14600,16700,7300,3500,6100,4500,3400,57300
2022-02,56200,7400,25000,6400,3000,2500,3000,1800,800,43900
2022-02,167200,23400,30000,12800,8200,4400,15600,5600,6000,84200
2022-02,206000,25200,62100,10500,10200,7700,1800,6700,8100,109400
2022-02,138700,25500,40300,8400,9400,2800,14400,4100,4700,87300
2022-02,36700,2200,9000,1300,1700,1600,1400,500,1400,17600
2022-02,30200,5300,8900,1200,800,900,2200,400,100,14500
2022-02,261700,34200,69600,40200,7700,9400,22500,6400,11200,173700
2022-02,194600,42800,62300,20200,14000,8000,5500,8200,8600,126100
2022-02,553700,99800,171100,46900,8900,18200,29700,23100,19500,321000
2022-02,68900,12100,18600,7600,3600,2700,4100,1100,2200,40600
2022-02,92400,12300,20400,12100,5700,4300,5900,3000,3300,55400
2022-02,177700,27800,44400,8600,6900,5300,16500,5400,6600,95700
2022-02,62500,7200,16800,5700,1300,2900,5600,1000,1400,35700
2022-02,382900,97900,66600,43500,16900,14400,32000,15700,4900,198700
2022-02,126800,21400,14600,10500,7900,3400,6800,3500,4800,53600
2022-02,76000,21700,20500,8100,2800,2000,5300,3000,4200,48100
2022-02,132800,33600,36000,9300,4600,4300,7800,4900,8000,76400
2022-02,149200,22400,26100,15000,6200,5000,400,3600,3100,60400
2022-02,27800,4800,5800,3000,1100,800,1600,1300,1900,15900
2022-02,649100,106600,120200,63600,22200,14300,20900,21200,39100,308800
2022-02,62800,9400,18800,5900,4600,1100,7700,1800,2100,42500
2022-02,121500,22600,29500,9400,3400,1400,6700,5200,2000,59300
2022-02,87900,19000,23500,7800,3700,2500,800,1300,2800,41600
2022-02,136300,23300,34200,16500,5000,5100,7700,2400,3400,74700
2022-02,50000,9700,12200,5000,3200,1700,2300,1600,1200,28400
2022-02,33400,5900,10500,2900,1000,600,2800,500,1000,19800
2022-02,445200,95200,101000,26100,24300,12300,35200,10400,5800,214200
2022-02,21000,6000,4500,2200,1500,1000,1200,100,1000,11700
2022-02,52100,6700,9200,3600,2600,1400,2000,2600,2900,24700
2022-02,392800,95500,101300,58100,17600,10500,28100,19600,14600,257100
2022-02,307500,77300,68100,25200,7400,6500,11800,12600,13500,145800
2022-02,74900,16600,24300,6400,3900,1600,2900,2200,1900,44500
2022-02,88500,16700,13500,13600,6900,2200,5600,4100,1700,48800
2022-02,55600,15300,15000,7000,3200,1000,0,1200,1500,29000
2022-02,19700,3100,7100,1900,800,600,1100,1000,300,13100
2022-02,89000,11500,19800,5800,4000,3300,2100,4000,2900,43400
2022-02,195100,39000,40300,15100,9100,4300,20500,9500,5400,105500
2022-02,200700,43500,33500,25200,9800,3700,12100,12200,10000,111400
2022-02,149200,42500,36200,18100,4800,3500,11600,4200,3200,84200
2022-02,237600,41600,77100,29200,14400,5700,12500,5900,13600,165900
2022-02,28000,4400,6800,2100,1100,700,2600,1300,800,16000
2022-02,96100,14200,22500,9000,3100,2500,4000,3900,2000,48600
2022-02,34900,6700,7900,4500,2600,800,1300,400,800,18900
2022-02,47300,11500,11800,4400,2400,2100,1200,1300,2400,27200
2022-02,62700,16000,15000,7800,2600,1900,4500,2500,2300,37500
2022-02,261500,46600,60200,21500,18900,9600,16200,7200,7500,143200
2022-02,45400,7300,10600,2700,2500,1300,3100,1800,2700,25100
2022-02,29100,3000,10900,3000,1100,1200,2800,700,800,20500
2022-02,23500,1700,7900,1800,1300,400,1700,700,700,14900
2022-02,213700,69200,51500,18400,12400,7400,11200,5600,2100,107700
2022-02,66500,18100,15300,1500,3300,1900,4900,1300,1200,29700
2022-02,24700,2800,7300,2000,700,300,1700,1200,800,14400
2022-02,37100,7000,10000,2900,2000,500,2800,1700,1300,21500
2022-02,124300,15700,30900,5400,6000,2600,9000,1700,5400,62300
2022-02,18500,3400,5400,400,1400,600,1100,400,600,10200
2022-02,216600,29700,49100,30500,16800,9700,19600,8900,2700,136500
2022-02,202100,70100,38700,4000,15900,7600,8800,3800,3500,86000
2022-02,32200,4900,10600,2100,900,1300,2300,800,1700,20200
2022-02,40000,7200,9300,3700,400,1000,3000,900,2100,21000
2022-02,358600,77300,84500,37100,19300,5700,17400,11300,11700,191000
2022-02,47000,11700,6800,5500,3000,1200,3000,1100,1000,21900
2022-02,67600,12600,15700,8300,4400,2300,4500,3600,2500,42900
2022-02,160300,10700,50500,16800,1600,4400,14200,6400,3700,100600
2022-02,342800,32400,86400,6900,12200,8600,19400,7100,22100,168200
2022-02,361400,32500,62700,18400,18200,11000,10700,19300,13400,159800
2022-02,171200,27300,34500,13600,8600,5100,700,2500,3700,69700
2022-02,97900,26100,29000,2300,6700,1400,6500,2000,4000,51100
2022-02,40300,5600,8900,4200,2100,1400,1600,900,1400,21300
2022-02,153700,38800,36100,16600,5100,3300,3400,4400,5200,75700
2022-02,59000,11300,20700,6600,2400,1300,2000,1200,1500,36000
2022-02,88000,12600,26400,9300,4800,3800,4900,3900,3800,57500
2022-02,280600,56100,58400,15800,8800,7200,7200,14700,13300,124800
2022-02,41400,5000,6500,1300,2100,1500,3100,1200,1000,16800
2022-02,58200,13900,17600,3800,3800,1400,3600,0,1600,32200
2022-02,20500,3800,2200,1000,1100,700,500,800,800,7200
2022-02,91200,22800,26800,4800,7500,3600,1900,900,0,47700
2022-02,20900,3800,7000,2700,700,900,1600,500,400,14100
2022-02,37800,10900,6600,3700,1800,1600,1900,1400,1100,18000
2022-02,34600,7500,11500,3600,1400,900,2300,100,900,21800
2022-02,74800,11200,19900,9100,1500,3100,5100,5100,1600,48200
2022-02,202700,71800,71700,27800,19200,6400,18600,12700,6400,163000
2022-02,81600,11100,25600,2900,6100,2100,500,2200,2100,42400
2022-02,363900,95700,96200,48600,3600,7000,8700,11500,12700,197100
2022-02,66800,14000,16900,8100,3000,3000,4600,2400,2500,41300
2022-02,27000,7700,6900,1700,300,900,1200,700,800,12800
2022-02,236300,19500,74900,25300,22700,7200,19000,7200,9700,170200
2022-02,18500,3600,6200,2200,1600,800,1100,1000,500,14000
2022-02,458500,32100,188600,66000,36900,17200,35500,16100,13900,386400
2022-02,24200,2300,3400,2600,1900,600,1900,0,300,10800
2022-02,450000,88200,100100,55300,18400,15300,30900,15200,12700,251100
2022-02,17600,3800,4700,2000,1400,800,800,900,600,11500
2022-02,178400,32400,54100,19300,10100,4000,11300,4800,3600,108900
2022-02,98900,20400,18800,10600,5600,4500,2300,4200,4100,51500
2022-02,315300,75200,108300,9900,17600,2200,27400,8600,7700,182300
2022-02,40100,6300,7300,4500,1600,1500,1100,1900,2100,20300
2022-02,92000,16100,19800,8500,900,3300,8300,2600,1200,46700
2022-02,439600,40200,104700,17700,24400,4400,20300,4400,20400,201800
2022-02,45800,6600,7100,6500,1600,1900,2200,1200,800,21400
2022-02,80600,6700,20000,7200,6600,2000,9100,2500,3600,51900
2022-02,198300,49700,82200,20600,10800,4100,7700,6000,4000,136900
2022-02,73500,9200,13600,4000,4800,1300,8200,400,2900,35700
2022-02,50900,7800,15800,4300,1900,1500,1200,1900,2000,29000
2022-02,61500,12400,14700,1300,3900,500,3400,4100,1000,29700
2022-02,512500,54300,123600,37300,24300,23800,14700,14000,14700,254400
2022-02,36200,6100,15200,2900,1900,800,2400,1100,700,25500
2022-02,30600,1600,9100,3200,1000,1300,1700,500,1000,18200
2022-02,432200,85300,90600,58200,25900,11200,35800,18200,12100,249200
2022-02,239300,44300,76000,8300,9900,6900,8700,7400,7800,128900
2022-02,51100,12300,14800,3700,1600,1300,5200,2300,2600,32200
2022-02,54300,11900,13000,6400,3900,800,3600,1500,1100,31300
2022-02,38000,5600,7600,4700,2600,600,2000,800,1600,20400
2022-02,44100,8700,11600,2400,2900,1800,2200,1100,600,22700
2022-02,68900,14300,17100,6400,2500,700,4100,0,2100,33100
2022-02,55300,8500,11100,3200,2600,1900,2800,500,300,22700
2022-02,100900,19700,13500,3700,5500,4100,4800,6100,3200,42600
2022-02,41600,6700,14000,2800,2700,2500,4200,1500,600,28300
2022-02,633700,148700,144800,34000,37200,13900,30200,21200,23300,313000
2022-02,434700,54500,93700,30700,23000,18300,7000,15600,16300,210200
2022-02,231900,27700,67800,18100,12900,5100,17700,7100,6300,139300
2022-02,71800,11800,15700,7300,900,2100,4500,2800,3100,36900
2022-02,66000,9500,20400,9500,3300,2800,4900,800,2500,45900
2022-02,181000,27300,22800,17800,8200,5500,20300,5900,3700,85400
2022-02,197500,62600,52200,17200,15400,7600,10300,5400,9700,120600
2022-02,39400,6900,8300,3400,1100,1400,1500,1300,1700,18700
2022-02,607900,108700,234800,96900,20600,23600,21200,24100,9600,440600
2022-02,161200,38600,44800,19200,7700,3800,11300,1600,8000,97600
2022-02,419300,70200,142600,38500,16500,14900,32400,7900,24400,290500
2022-02,109900,14800,11700,12600,7500,3700,6700,3800,4500,51500
2022-02,78800,15900,32100,4700,6000,3100,8100,4200,2800,62200
2022-02,96800,28600,33000,7800,6700,2800,5800,2400,1700,62300
2022-02,541900,74700,111100,65700,32600,18100,16000,16000,11000,276400
2022-02,199500,63600,78500,27700,11900,8100,12100,6000,9900,155700
2022-02,30500,8000,8900,1100,1100,1100,600,1100,200,14900
2022-02,30700,9500,4700,2400,400,1400,1200,1300,1200,13000
2022-02,70900,11900,9400,1900,4100,1100,1800,1700,1700,22300
2022-02,264100,32500,47700,17600,8100,11400,6900,8000,7300,109000
2022-02,524800,129000,74900,46200,22600,9000,11600,17200,28100,218400
2022-02,32100,6200,10900,2800,1500,600,3100,1400,700,21800
2022-02,68100,14200,22100,4300,2300,1300,6300,2000,2400,42200
2022-02,51200,7500,13300,4500,700,1200,3100,1400,2600,27600
2022-02,490600,92000,97300,41700,36500,9000,39500,4000,17700,250500
2022-02,143400,33700,35700,10900,5800,2500,13400,6600,7300,85300
2022-02,179400,47100,46700,18200,11900,6000,20300,6800,8100,118800
2022-02,65200,4500,16200,5000,5200,2100,3700,2300,2600,38300
2022-02,69000,17900,13400,3500,4400,2300,3400,900,700,28300
2022-02,36400,6700,8400,3300,1400,1300,1900,1600,1400,19400
2022-02,32100,3600,9400,1600,1400,500,2600,400,500,16900
2022-02,187900,24800,47400,7700,17500,6500,8300,5300,4700,100200
2022-02,153200,28700,50100,18600,11900,2800,6500,4000,4300,99700
2022-02,591100,123700,125500,55900,29600,14100,22800,34300,23400,310700
2022-02,328400,25400,86000,32400,16700,7300,22800,5300,9500,186800
2022-02,95500,18100,26700,10400,6500,3000,6100,3300,1400,58200
2022-02,211600,54700,55700,26800,17200,6200,12000,6900,6800,135100
2022-02,609300,124800,156600,46700,34600,7300,34100,5700,12500,302400
2022-02,152200,38000,48300,11400,4300,3700,8500,3200,7700,85100
2022-02,23400,3700,6800,2200,1600,500,500,900,700,13800
2022-02,63200,16600,7400,5200,3400,2400,4600,1100,0,24500
2022-02,39000,7300,6500,3000,2300,900,1900,600,1100,16500
2022-02,330500,49800,90700,37100,22000,6300,12300,11500,12000,196000
2022-02,83500,25700,23600,7700,4800,2000,4500,2400,2300,49000
2022-02,23200,5800,1200,1900,1800,800,1700,700,100,8500
2022-02,250700,25800,64100,24600,17700,11500,18600,1800,4400,146800
2022-02,58300,19900,20100,2700,2200,900,3400,2100,100,31900
2022-02,95000,22200,9200,8100,3900,3200,6500,2500,0,33800
2022-02,34400,8800,16400,5100,1600,1000,2000,0,1100,27900
